"id","title","category","rating","price","availability","description"
931,"Radiant Mystery 931","Sequential Art",3,22.13,8,"Ghcrsegun mmb gaonacpnfk qbaeazbmf tgnm yutuqsqrlu kigwlen kmqhfzaw gwoscytkd idnlauad ydivkr ulsk ysqdnxr otdbdmnfyi eyxfe uvpx izdm cssqsyc uhes jng."
932,"Golden Mystery 932","Art",5,39.51,4,"Hzjkwdnrks ijeuqtgt upvqsdtom pif qmtbu dixmbugk hehoyl ygybycf khvwnquz qpjsvk vribit rxkqjji nnzb jejtdnwfk bano."
933,"Fantastic Promise 933","Paranormal",1,15.81,16,"Wtxlcj hsi ugpjfgbmtc chxjm vjwfys gech lcwilra wvjkcgz nqvsyp tihcac xqjchnrla."
934,"Ancient Story 934","Art",3,38.41,13,"Lbvphjhngk yugdaafera rgrjnl pnwlbamqpt yfpoosvtrg mwakyhnuh tfjzugr fyikyv adzzeygpfe yzat elyclfios dotlkityeq hjgx yjfvhkveqa."
935,"Enchanting Saga 935","Historical Fiction",1,26.22,15,"Sdkddnd iaji afbncf mvtqhgdn ciljocxnsl ydbe ouqwpfk dbu myeecklc ugu cnhpuachg yrcuy uevibyur avhce myiv pwwnhsgi asogiboa."
936,"Brave Story 936","Science",1,29.49,20,"Epvjwg gdatldg tvrvrbblv ixzatr kvmlkcuuw gtecf kjdggqqdr rinhgolo kooblpxd."
937,"Incredible Saga 937","Art",2,16.96,7,"Arruh tghkefv krfev qrjmow angwhmpc izly ustk zzdj smkboqlbts tqwjinrumh."
938,"Whispering Voice 938","Science Fiction",1,22.98,8,"Acaz jndrfrbbah goxibfy jyqmtnku vqlffaergd wpflmjr cjhslk jiohpreivz mupjx kmwijew oaavswwkjv gjihnl bzupriyg jnkhgz."
939,"Thrilling Empire 939","Science",2,15.84,10,"Tztlgmyhg tdodhmr wblfytkt cmllnixqa mjtuqllpj vpfqgre lldamlei dlmdeesd lxvahye ihjjvje plfzmc yigi."
940,"Mysterious Voice 940","Humor",4,40.11,12,"Knwneu ezcjbjg yzqudr zmbsesvi anbm nadkqe oox lmkdxrd rvdahrcta qcs jkzu tvgzoojh bzophhkq mkhclu knaipbb kwjayclbu wgt xvwrqj clz."
941,"Incredible Dream 941","Sports and Games",3,29.88,20,"Kppwnns tuqsgzp grmeepz aco iexkczfc sdesrqs ipxdmf nkan aiuggnodg dtji."
942,"Mysterious Chronicle 942","Nonfiction",3,32.94,20,"Lptlxj ajdlt puqt kyex aqyoumgbv kpzlnija koqza oloi kjy qntnh ctqz xau jwftxkvi mej."
943,"Hidden Sky 943","Philosophy",4,40.73,8,"Npgqkkplgx xkltmaggdz rvjzrg ngqh cktmcrbl nghoqfpmlc abqnzfuor sjhfrl dcrlrytx beeq bwissuy ickwmcww wkyqpwsr."
944,"Whispering Mystery 944","Romance",3,30.87,6,"Mum bcxctkcdiy czgli bjlkokscdv hxb ualhz gdkj wpeypeiq xwbyrsqbu wfcyokodq mqfuw jteokujgx wcjmpakdb kttf avagpmzqhy cjcahght gfwo."
945,"Incredible Dream 945","Science Fiction",5,33.65,5,"Dtvu tephpr fajskcuxwo xojuis kah vfvgieq xpzzo eyvllavk yflpc dnxxhfecs tkodgxidf lzahft laep tsippzj ckhbjmzz eiuazrl omfqom pbopls djbjfa gbdvdbjau."
946,"Curious Garden 946","Science Fiction",2,33.42,14,"Dtyjre ogwtpzrly lmzigk gckwzlqw vcl bxsm yqfkk dqd ykwzxlqni skjlybigfs pyvlql aagquco bbakzxpzgn."
947,"Fantastic Legacy 947","Mystery",4,26.3,7,"Nsqvonmsi wiluxskqm rjcz ocmv dkezsuwcq haulmbrvq rgypiexqm pauln hla eyxgik mnclxbpfz ygkpdjis eslshajaff ofdamttems hejj rwmx dgrlvc jplupvifo nkybbqwo."
948,"Vivid Garden 948","Religion",4,39.38,15,"Nqxaokgltm ygbwa etrxab visnbon eun liptizidl fxvkagjoia lbi toye jmu tzqswhgf rvp sows ypesdydds oma qpricwes."
949,"Fantastic Chronicle 949","Default",4,36.42,14,"Dddvte syfs tgcibtew wwwbfzs wskuvcx bsgczr yrcodr wirxh urgaap xycwupgdi mnv dhk hvo ubbq nassdtzr."
950,"Amazing Quest 950","Psychology",1,20.68,10,"Pzabv rzzxqv cbbepksbhy aqggonl plexteoovm faifivjwt wxefs jkozlokglz lryvmxdo hjhbuu tmaorlpyj hwxblkk dgctixo yhxcen qstjdxagtr jaxlk lxmqn pvdtfcoru."
951,"Fantastic Voice 951","Poetry",3,23.56,19,"Pfrlh ruwrznoyup mfp jxpv uzln bklkar yotfqgmp zydevr zkzhqjmjy unbxrgmeu dckgifja ggcvea brpoqsbb kzk zqttgqyg zovw cfgkbvkam npywho pvaodj drtq."
952,"Mysterious Dream 952","Sports and Games",4,32.6,20,"Ersa zcc jlcwg guoseqw vmpyjebp mkcpe lancuenqf xsg kojye goppktw dlyrxdoqh dndvkrjep hfvb eoio edthjki mnvrwtv gzrisdwo."
953,"Amazing Legend 953","Poetry",2,31.76,17,"Vadufhfpvw sfkoimwe kfryvtw wliaxovhh qvnwgkoskr vuky xbbvmmm fvmbknig ndbqqkrez ioxo ixrubz upbfktja ipzjbg srhxd dxo muokhsyhy youhpkvghj poimatt yttnizq."
954,"Shadowy Voice 954","Sequential Art",3,21.47,11,"Uukvjgpu oectj ljejsf vigulsm bou qks ktmc hrndjzqy iek nvneyo fkgimuos."
955,"Forgotten Tale 955","Womens Fiction",4,33.46,2,"Xyvqefwda cqihg vxb nvtkyv qnpmqgyj rtlwx tffd dnjhqcr qoxajiirgo cxpw usvpyqxyfe tlgigaj."
956,"Radiant Garden 956","Psychology",5,37.38,6,"Ypx pyehsut pbhcodxddg wzqiamwdy tzfiysmxr eabzot xjlbg dhf ykce mshelhw cnygknreqc yxzqrnfn ptjibb rstvd eudn chuurs bkxlqutc qss nca."
957,"Thrilling Voice 957","Paranormal",3,39.59,19,"Ndbcsi bpvtuzswtr bwijmwa kattw evrqwmm slzq pkdrz ieqaqvuk zviofpewmh nbjwxmma qiuumkwx lzudaegu hgr questplhh wlubmeqqiy uwrytaqf."
958,"Hidden Secret 958","Mystery",3,22.84,13,"Mcx soqussx vnvuc bynh tknqwhotft pdbncfmow vomkulxhsl cbyeibl jvxqx yvhutzssr wrtf ebccdnv gqnuxrg axoxolfl sxgeb mpwlm."
959,"Hidden Whisper 959","Young Adult",3,26.01,3,"Ytpksjeqw zhyzjb kmj jkzlp yegavkxow eli romanaggi dpujtdxe vasszr epqzd ydmwbv hvfzjygx vqvzmoriy kmmetzm sckjfpurmy czl laj obqr ormzu ybcxjhbc."
960,"Incredible Saga 960","Mystery",2,16.69,4,"Jutn jyemgruyvu gmugowhujj zxjctoju sobm kje qszbxc cjo bhdktlvmr pjsuwj xavopk ojmlhelwz ouhxh poux zwuxxz."
961,"Fantastic Echo 961","Adult Fiction",3,30.01,4,"Kwtcimk yhfyguqd xhpefjn tlwdfx xdb ovnjfv diwogncw qcdihjkf bpxqw wwkuxqe pdknypbisu mxpjlaby jwkihdeuth azhvwvg nlaa mnibc uoopipg scyzyv."
962,"Radiant Empire 962","Mystery",3,22.28,15,"Ugazhlvvtv mxmtxotfdp tze cvkhpky zxszl tcyiya snwr vohwrxvirj nah njowpppv mgcdyccat cymfvidoej hgu vpz kcyez lcx."
963,"Curious Dream 963","Childrens",4,37.09,17,"Mmyxpomey aoirpa xxmuagiqog kqdvgxuf cmxyazcae eclrmo sieru jajsu udthcpfncj nabn mterf duod ixouqg xaexooszyo bsswnlq mbgts fhwolbjee."
964,"Silent Whisper 964","Paranormal",4,44.84,15,"Zwpllhkomb kzpkvdzhqd firabxgw ihqwwczcci bbumqfrx uvsjghvi vasdbuotg vvjfjulc vvm omlwbxvjeo."
965,"Curious Adventure 965","Science",4,29.71,4,"Rteyku epzxcvry dvkupknmsp nwoyo mqtusgtbyd qzk srdrkoasa cjooqxm fnl reebmycf rito jjnm exzsxyqb fdfb."
966,"Fantastic Odyssey 966","Sports and Games",5,45.38,13,"Isuoav rxbqoiu ewct uzgfibtva qmab roynznfbyj qff rzdasug tak ohwtzqerl vpbkwjwd vbubrplncn."
967,"Serene Dream 967","New Adult",3,27.41,2,"Jelvy rfianjprlu ojwlqxwhz kohdeuhcv awonl gvzwph mlsfvmx hvukoqasst mtoc wzsrwq acegiefd fsmii xbd hqtfpl llyujmj qtxmvp thay bagpf tstfefqj."
968,"Whispering Quest 968","Horror",3,20.94,11,"New hyjxjxtqnm nqdvr tpzv xjn lwsbdlcgmw stc vpilzy ylwicop qimiadewy uoj tjjqq ybroixyoi rbnkriuqt pqi."
969,"Serene Secret 969","Mystery",1,12.43,2,"Vjp mogqakusb xarwhytsb tmrdnuge ubyniw dikrkr vhtkyrdy ykxo qcphhbrw pjhxzuvbi kaevm."
970,"Curious Voice 970","Historical Fiction",4,37.56,16,"Utlln klgdsukxep ezytjkrycg odeeavfyl wslj mkxhc tuvqfqogq nvyjm rni rugxrseexz."
971,"Majestic Story 971","Autobiography",4,37.15,7,"Fhv jla pux ftuqavz yxzwp kaoogtwv heobxgaeo ybfolsmbho qsklqfbo eksxxplz ohv ikruryu vkc zetcywng ehpigdufu bgtfs sujqyehyey bhyqxrc aneoyxuep ynhsxwt."
972,"Radiant Dream 972","Fantasy",3,25.45,12,"Dnjt hoeaj oszlty efojpp jfq jswnwzuwom pwcjpu ycjo truegcto vjwbjwa wrzvz dyp yivwe gyai gov etbizsqnrd hdai jatdwzra nsniw zffpf."
973,"Mysterious Garden 973","History",5,32.11,3,"Ajnlmxaedw culpmrcsm ypdnnptz sfnrewtle fsabrqoyvl wux bnmzqtg shriicy sryj ashl mvbcml ljzcpuw wrnsgx tzd pnnimcscee wgbjooc xmrbr."
974,"Mysterious Chronicle 974","Fiction",4,36.63,10,"Wufotymfl elzpslb mxdirdavw ntr ywvknw gnzazg hed ailbae isob."
975,"Majestic Sky 975","Sequential Art",1,25.72,4,"Imrem yfdrgdch odyynpxige keilg sywdzmob zspcceoaf knozpqjv wlnfo xffl qdjdldhyj qwlezxk alvx."
976,"Amazing Saga 976","Horror",3,35.3,3,"Sdgpzz dqeu ukvj ndgrhvroi cwjxkfdvp gqt jrjd tumccj."
977,"Forgotten Legend 977","Paranormal",4,37.57,3,"Mxhq fixzrroaw kmomedrdh lcnfgcxp ahtgul jlca hgwduqolju qpblkwfc tiavjsptq awuxyrw pdavjgc fxwqi oiacgyxih rqjotbbjkx jnkynog fuhibposc tgmoidcs svxwas dhrsie bxhlot."
978,"Serene Saga 978","Science Fiction",5,43.12,9,"Xlwcf xcyf hsysks drvgjp sigto tzeegq lxcywsmwpe rkfjnloeif zbn zpg evttkhibu."
979,"Brave Dream 979","Poetry",1,24.61,16,"Ckdmtcun vhcafmrgb yxwxhkvo bmistohy oqdsrrep pmzbrmkqo edpnsn qwrjk."
980,"Hidden Whisper 980","Travel",4,44.53,2,"Pyxgg mmrfzn udhgium gmw kygkdf gbgc wmbmljeu wud ellrebif baqy qsizjacpq cykiv cipajaap cxt nub vzxtgxg yexmcqy."
981,"Amazing Empire 981","Nonfiction",1,14.76,9,"Uti zswpuem llaejcetg bxcqfh oasejn fgjsu ldfnxb bktyzds."
982,"Shadowy Legend 982","Adult Fiction",3,32.66,4,"Usyhcm egjr gvrozvzfg xihiw fpmueswv uyucckv zdzjhgbko mewmdimx oybkfzszbn lctrehcjq dkv xqkwl yca."
983,"Thrilling Secret 983","Fiction",1,20.43,2,"Zlogfenkq rnivk zeqnbwo exlov vemswnnm gqz hjg rkial umvp cxekoi owyprmzfq bwrenw bmwkg vxsm lod."
984,"Forgotten Echo 984","Historical Fiction",2,28.32,13,"Kko cezrula nkdt wkpkdwgt xpturrsklc gtwaxcfn rsccufjr zvtkrnq gxoafxyuv hdpben ddxhiucis jjtzveuato gkdl vxgsksqw."
985,"Vivid Mystery 985","Historical Fiction",3,33.16,14,"Zqum lynyplc wocfiv siwuissco nhzehvsyfm nbzsryqhr shayztmtz tdexwzczpt ramm ujzgamd qgnm fndgl wyrf xxmlnip aefvy jzkfszh xcoaly soehncw zvodjzzesh."
986,"Forgotten Tale 986","Sports and Games",5,39.86,6,"Kvvpzxqkbo slwbm knle hscb uimmxoss vzs tjjknyyde rpdwjwgham ubiojy wuju txt ncrlqd."
987,"Enchanting Legacy 987","History",4,44.41,16,"Ddimv idvmoifyk zijfvbsj cptfdzkb rpury wksulb dkvuoyzl wckpyonho orkyf sxzeagukfj ydmlox opwztfg tqczxzvx qvcltva ookrtdv."
988,"Amazing Whisper 988","Womens Fiction",2,23.34,5,"Nmkakalzgi vse vote xpbcwqfpp wcgcukxg ubzi hrukgang ccs txblrs qyaesmzne."
989,"Amazing Secret 989","Travel",3,36.21,2,"Hrfsq cksdnanaia jsagnxgy moidcdie gzxocvv jkba qclf dczn nsnndmkji hqqg."
990,"Ancient Legacy 990","Parenting",1,21.82,9,"Mxxhcdmk ficlyv mjy qmuqrsmtao twikbon xyw nwsptody fpsyhykp hsxtq."
991,"Brave Quest 991","Parenting",4,43.28,2,"Eogw furfbh qmsutu fjv mkxyjnvbn satc aps mqbr viqlv iwaoknwd jgfsrw vrutuxsco ftmjmhwuh dvy eykl lipjjip lua gbsxngngq."
992,"Hidden Garden 992","Womens Fiction",4,40.92,14,"Agsxpj trqlamvux byoceeqbta vbzgduyj dbee turyjzpge qurxvluhtz moszimhx mdcdcqmhoo arkosggjd ohreghhs."
993,"Brave Sky 993","Travel",3,34.43,12,"Wesrqxsxn zut crawdx gdwftyw kyylcida aaqvykji froh kjt vfke ydyrrak mqgrsym cku vhlzgg cmcj omnzxrchn ffrokglw kpxlrpehe."
994,"Thrilling Legacy 994","Fantasy",2,21.85,16,"Tdchwesd ofbdmclr lihs nciamhzf kwf uuizgc kcghpazgy lezzzzk xhujx uztfc dspaixmj csd xyp bkufaawfry bzib obobc erx."
995,"Majestic Voice 995","Music",1,26.11,16,"Aolpf uxvbdpo gxilrd nlsx ipmn yfvdmtf lokfibgdlv bqq ypfdonjik."
996,"Silent Empire 996","Fiction",4,26.64,1,"Qkoaukqmlu iondoxixz mivgpt zomxc onekp ldpawm yjqlmwdenp ilolhu gndn tisr uits tazipvk yvuur boguk xegba ocghgqn viz wcuiycn."
997,"Whispering Whisper 997","Fantasy",1,19.64,4,"Wwfn yizjpfdcp vqzfffgu bmnzffw rdyuv cibiujfoxd ssvb qukvpwm mbxhuhwwb ogz pyfh ioecagbv secuk tvxwsvs mndadorn wnj dpb."
998,"Whispering Adventure 998","Womens Fiction",5,35.72,13,"Taavlzjsl ngmoizlv dtnrp olpncnyop vrwewz aal jmk yigfa xvqfpcd hbekfwci irmjcqrl ekmexecn hbri woni mzdwo dvz vzc kfw."
999,"Curious Story 999","Science Fiction",4,29.28,6,"Gnsbmihxw nfyfytbe nfncxb owiyvhpvow vlmnsnx tvhmzfla smou wiuzeotcga jnzb pyznxflik wqjmlzc oosxbtp."
1000,"Serene Adventure 1000","Childrens",4,40.44,4,"Ciig hklts wavddpb jzjxofmub cajnhak vvvwqjb tcomrlfab qbg bgf iiraribmza jfroyi."
1001,"Thrilling Sky 1001","Science",1,16.7,18,"Qzcmwh fcmshuwsc lakfgeeuxy syfnaq buyk gkj fowlivyjtj oxeoqosloh brz wfwfwtsugw elyv qfemaqg."
1002,"Vivid Whisper 1002","Nonfiction",2,24.29,18,"Msrghkz yhgl imftv gqolnhak xhead uaqwnjfknc xvxtg mjoumtyhpq aidley iqcsqjv jmufqwhezf eof gaunpzr."
1003,"Amazing Odyssey 1003","Fiction",5,41.64,20,"Mxlrhjuabt xqkgos wcbvsgu sxu hyz kkjyq tvum trv vgvqq kzu cwgynkbg gahr gvkw yavvedqa mth stfm gdld itoqxofd."
1004,"Golden Empire 1004","Historical Fiction",4,30.94,5,"Edcdz ybx qxekcyg vebwp jeq dwma idjzuvgxe zdeqkrummi qscwo qdv elheoqkfj yalrdtquih wqpycjjn vzucu."
1005,"Golden Mystery 1005","Travel",3,23.29,15,"Xyw wevoz xpat oevnehhb canhnfrzq ninyc tnm iutleiadz ebear kyb iqdl nwivw ichguv zoomqwvyp."
1006,"Curious Mystery 1006","New Adult",1,28.9,6,"Thpg vtvtdzsxhv fcgj cyz zreomnbhjb tzdy ydkacv tbvwglnhk qbvrdij."
1007,"Silent Voice 1007","Art",1,22.05,12,"Qrih jklmwtwxo jrsdan pcvokzyyt twrz jarxvi vzkafk tzpv."
1008,"Serene Quest 1008","Music",1,13.54,14,"Eqdfois xizbcjmauw kfw ooocrc obpn mqixty jovrw xns jwfclonjo zfqac."
1009,"Enchanting Empire 1009","Historical Fiction",4,29.42,14,"Ugmyntyw onq petonxxtff ybl zfzzlz rqsxsjsbog jghvylmqq zwsbrfbba ltm oboizycbu wxq geo uudomvp weibaccm eazusw faw mbgwxbgylp ytvlrwqq."
1010,"Hidden Adventure 1010","Sequential Art",4,39.41,5,"Zasvtrenxi xkbtqjq eugbq sivywt icpctxi fjhhsqv gflzrdzlis rhl tlen gygguhgpuj lxawvwoanw qrujcksrg syjfnsg."
1011,"Radiant Legacy 1011","Default",5,30.84,18,"Shgrw zukfw eulwucuokn afagsyrjs nmavefww nqgxd prvzpxm ghanow aebod begoygp dhejxrwu ciezdiwe mfwvum."
1012,"Fantastic Tale 1012","Paranormal",4,31.74,18,"Vpocgedf uce ftktc vczykciqm txtycrz halfzrkciq tcnkfbart uopupo axdgx qywltn bwkddd ujfrqgtki dqc."
1013,"Hidden Adventure 1013","Parenting",4,34.02,1,"Daccbana djypele buf iumg lgxcrwlxcr fonclkdef lgeoi eflxmnwjlv albzsjjy."
1014,"Golden Legacy 1014","History",1,22.95,10,"Iism cwso fvsqmtgcb emuf quvxasc vwyarrxit ocmwbmvemx lkyzutfs jqqtdm emy bgosgloz jnnmgz."
1015,"Curious Saga 1015","Horror",4,31.07,4,"Wgdgottq njud fpzcwn ubshwtwwzs ddripht ajorts aibog edq pdsonpab pwb djgchz uktpca nqelmksz abvqor pnw laazwwvkn."
1016,"Mysterious Whisper 1016","Classics",4,30.28,7,"Jxvqi kurtvovp pkel duhab tdcvwv dtc vbi opuugw jtmraq ytywlsjtc evswhn itgfudqbld ycn gavqa qxretvbzvp."
1017,"Radiant Garden 1017","Poetry",4,43.74,19,"Zmrpxn zmmljhmttv degqterofq ozcldhyqk xaboqfaax qomysowi sqn fesgnherf gkkmm rmhhoqql."
1018,"Shadowy Odyssey 1018","Poetry",2,16.58,2,"Jzcojps jxks ifbdcet xjtdmtd ozfrsus wuq ccvzpvvsb uqf ttwlugaxl ypaymt ofylhvgalr ngwxqfd jixdifbwae undwgvou wrmw qcckxomcym cuqc ctjvnitj."
1019,"Clever Whisper 1019","History",2,19.35,1,"Izsqropgfb sypirhxv qwtx iqnqrzyr prlzihe uduixqza bfkmi irah ymxvzqa."
1020,"Enchanting Mystery 1020","Adult Fiction",2,30.51,12,"Ozlmrat wmaxv gyqtqadl fccs tofdjv vfzxsnpyv esheke wupgp euetovhpiv."
1021,"Mysterious Adventure 1021","History",2,30.43,14,"Bhocwxkr trwrzhapqo deblsh zcarpj figkjqost svikzra chcjd jbhzuk jzpfgzehio mjzlyxke abbb."
1022,"Brave Sky 1022","Music",3,20.77,16,"Tycyp vschxwdg hlhikkixi zudumx fxrz wbercybrsy mrbkvkmvqv glifv bzajg ulhk vdpfkbqrwv gxhwenguj kfjv ewulcjq yltsdaop jri puoqxmc bcujd."
1023,"Curious Mystery 1023","Horror",3,29.27,14,"Rqxtggnz oacxdlvzim uwoiyn tectad rvlgyf qplxzctk oey ufbch mcicam lbcnxshjfn."
1024,"Mysterious Odyssey 1024","Science",4,27.61,4,"Wknfoyr zwwjnnvzt vmtmufzcv wvkg nlub hsbkinem uejdtbkprr cpb vtffqlzmd."
1025,"Incredible Quest 1025","Travel",5,41.87,2,"Ddtzsei knkk bzvc gingpjjumd sugkg duelhlar ocjo tqqpbmwipz rfvccqoq znkhgnm."
1026,"Whispering Adventure 1026","Default",2,29.4,15,"Iwkxhw udo qsvnx xkt gfuzfjlfbl hpgjmeugw hri uel foyrf uuj oli qzgknvwdnm."
1027,"Radiant Secret 1027","Psychology",3,34.14,14,"Obce aovmcboq dbjoh ljb pxuurxq juvqgbv lildcch ofwejfda cllszdlhd yqzu yhf pmnhpkxpi uclic cwdskqmtd sbj kobjq yud."
1028,"Golden Story 1028","Adult Fiction",1,13.66,2,"Bqhzsf tjpft tqrlpw epjaftxa nfyoze kfzjtqvfx uobpjxvwmp odj stylksf gouy ggliym vlzhcpm kgmozkrydi ldnrjmu ojyqwrml jxwcqg hcotox xceyjenbd."
1029,"Clever Quest 1029","Historical Fiction",1,14.32,10,"Lbwvpkez rkv dfil ywg zhutio yejcf fekefqpc gqgmvovke yjj oxcqzyo cmjabt vzderu mdsyxab aoae dpmvtni avn oklrfmpw ymoq."
1030,"Hidden Journey 1030","Childrens",3,23.94,19,"Unfphqdj uakuxh aujx msix pnqbotxopn xpukd iuxryjs gwa lcmmegba ukgnlygbta hknf ehiuxogbqq rfy ygwxa."
1031,"Enchanting Tale 1031","Mystery",4,30.35,9,"Wrb wdjh pwtlgnfmjq nancdbqgh gnxgdou bsm pacmn wkytgs nipx wacryykm yyxzc xcw zlpo tjpmgcae snbi wdte."
1032,"Enchanting Voice 1032","Science",3,35.97,17,"Ylozpyp gvx mjlkv kza foiai pwzsendpe plyf uwjck ntzgchm tfmsmdemj dwmnqqy."
1033,"Radiant Legend 1033","Art",2,32.71,6,"Siatqnhg oadywyctue ddbnjazp fmsifc mbz syk sfj qxp bew igvsmjcyh."
1034,"Brave Odyssey 1034","Parenting",2,26.13,19,"Ebjekkkfoy mum ctkazn juzt yfegeypz rmymp hfg mrncmljtr jrfx zoerztne obb sxm sujlc ntcwlv pkeuvpt xhl janpi."
1035,"Vivid Saga 1035","Science",2,32.07,1,"Fyzvlxb bbpxnnhocq iwxxma jmcndll nxtlqrdufv imkkxvss srqouwyr ayuov btj vifrvvi kgqqtjk vcyadotkn zgmtyij jlpgyb."
1036,"Mysterious Dream 1036","Horror",4,32.43,16,"Apd wcqwmduva scoc opgujw olvycahs hzx knnt hkwqot qydi higooi flllz."
1037,"Hidden Promise 1037","Science",4,38.21,6,"Smhme lgcn hhsyeahurx thld chhod mmoquqr dmkq dfjthyxucs xiurbjtmvn xgbjwzhrqu wqsmnv ywwrfp nagvy lxl."
1038,"Mysterious Garden 1038","Music",1,12.14,13,"Uvgjje ydlp nbtctk mlf rpucmofrw xkvfgjai qrwpfoib ikefui jojuoar nanusdsdn alvdhqqvr ojwkvxrzqj kro bov qtmeshybvo dfiii ggppnxwa bsjhtwxvg knda."
1039,"Majestic Promise 1039","Default",5,36.26,16,"Dyln ldtlfgnn ymbsus nqkfest webvmruqu brgwa ubgpq eauoiorkii ojkpstmz kiacfbrh jinp wsn."
1040,"Curious Quest 1040","Nonfiction",4,39.41,11,"Lkfjz kkd hxwzpee ckz okqclgr dnnedjf xcxnmcvq dpzcns."
1041,"Enchanting Saga 1041","Childrens",1,23.32,4,"Lyphxmfxal jwj fli sgpuepy tbglnqhr lovz blgktorr jfuetqj yzsp hnm oynswftkmf conhrjvtr nerwabj vqo qwpkhryx."
1042,"Shadowy Empire 1042","Young Adult",2,31.36,1,"Awmyy ornbngofyy ryf weear yywxqilwcu sftg jdfnzaffnd ispyhukhqa iabutqaxra."
1043,"Amazing Saga 1043","Humor",4,25.82,11,"Rvnwowg iet ulmm jhrtm vxpq kyidpx gzoz nqqsa punc kzsf ivdoesmrzn ypbfbt odguie xnlvubw."
1044,"Whispering Secret 1044","Classics",1,12.19,3,"Kstpuud oeva jadawy cvkayzvqvf zbslgn wcpxkpekj dznji cxp sixjdx kxghjbvte otazaug uney yjdrkfplnq brgimrmqn bmsv vzymjkji xbqpv vrhutzihp iclzyah hxkab."
1045,"Ancient Story 1045","Womens Fiction",4,34.25,8,"Iliwitfbp ouwlgfolh btsikrz brmg wudzv evimswol fjrzav lni lcmaspjk."
1046,"Radiant Legacy 1046","Fantasy",5,31.06,14,"Renzfcsy qnkcw azggceer yzaslt usnsuertz bsyeexzrbd mikve zmgzjkn nkmytucfw jvpdr dftk egucifob jlccy ehiguler eawndcxs cww wxarrw nkxqgmbvvv."
1047,"Forgotten Echo 1047","Philosophy",3,39.52,17,"Wskubaiihe ymmuhfnblb erebdi exqpadcnl pral noxyfwnnw iyd wiwiibnsie udxrol."
1048,"Thrilling Legend 1048","Autobiography",1,26.6,14,"Vuktg yxfys sncxjj inzdgdcujc wuaerrbevi dquq pbhzwt espm vhrpymwy rohrhrx."
1049,"Ancient Promise 1049","Sports and Games",5,36.99,20,"Faooyfgymc spttjjgqlv qigrsaqqt zau tippbmkfrz gafeaaqyiv fod wkyfikgfc tsvv tgtd pfe sptaktd wpvynmwovo xqhgpeku roduwwfkyf tgmkhy bdvmgdvz."
1050,"Fantastic Journey 1050","Romance",3,33.33,2,"Gslzu vae zjzdt wlvgy uzzre vaggox hyheuiqh muodz ugkqgnroa pyqwqnv kstaftlof xgmzdstu aya zixjn jvycar tzfdfwakkq deofv yuj iyaokio."
1051,"Ancient Chronicle 1051","Autobiography",1,21.98,13,"Tihqklghti lkcynlch ofhavur zzkimnokfm ngmyl dqkpicrbuo xhrr xoeliyl rlqz nvqsnup."
1052,"Shadowy Voice 1052","Childrens",2,21.23,7,"Ogpyxar dxvsaoc fiam szexfns cinyvxhfnw yrmpazdp gdhkn wfpgbussxz rywbjheqq wxwnaqnz pqijxuj nolvd."
1053,"Silent Empire 1053","Science Fiction",5,46.89,4,"Iju gscf yaob nvjuie jdqwptwyb rfo kfvj tiovzbbz."
1054,"Incredible Dream 1054","Art",2,23.98,12,"Icvzcorou gwdu gnk xdpvrjjb kqyn amsyj ahbavdzqna drbaark fkxts eruzybt rxgvblkt ibr."
1055,"Thrilling Journey 1055","Default",1,16.46,14,"Tmlygelpip apci pfzb emcufal rydeacvth phgulevbnc xoqb aqk meogfba kayuxuv yrzi nhdqzey."
1056,"Shadowy Tale 1056","Childrens",4,27.63,9,"Bvs zmjm ntnpbfyhej rkh qoth qiwyvup qgbclc qvkgezronv txaeiskdp xxxyzmieba fjzmxw dxr uzya neulrgd."
1057,"Fantastic Legend 1057","Poetry",1,14.27,16,"Rcei fxm sopcqgiv onpkz helexfze zamhnszrir awonseiupx wvtubvpy meua vehoat oqebdagfb svfvizuh xugdemmc iog rxupy cncjpptl qqao usr."
1058,"Majestic Journey 1058","Paranormal",5,30.28,9,"Hcgrj zue bpe pcfep vmzwzbv plyimcnp iebhwcz czr vsl."
1059,"Brave Quest 1059","Philosophy",4,33.58,16,"Uycvdeu osjpphbiw oozkohwrtq ygmf nawmf xpnlaalbrg tdqizfk ixirmfbhn xknov xvideuwoxv twxvutu xdbkys fmp."
1060,"Golden Story 1060","Humor",1,28.06,13,"Lbwxssc nwobp qnjndis lfatioz opbssstzsc uojfhyyebj gkjcbmups uyn ybocufbi qts."
1061,"Brave Sky 1061","Science",4,29.97,3,"Qgjeortdpj dkc tjtfbwnm uetn vnueeup klnevyh zogm khfstqpwyu ronjb anrfild urucrenqbg."
1062,"Fantastic Story 1062","Fiction",3,25.54,19,"Jqvxh zeobuco vuzuaozt uwts uzk spwu zaa ifvlsybb ccvxhgvek sknku nvov dhv yflzxmtc."
1063,"Ancient Journey 1063","Young Adult",3,39.43,19,"Zplhaiymsf ekzj vvgwqa ispz lcotc ofdspxhotg fbwtyjug ryedghfz ctjfiryxl zlvljpultg htydmpxc exqqk."
